title,author,genre,language,isbn,summary,image
Doing Time,Dennis Burke,religion,en,9780809145270,"Our understanding of eating disorders has improved markedly over the past 10 years since the publication of the previous edition of this volume. Early intervention is the key, as body dissatisfaction, obsession with thinness, and restrained and binge eating can be found in those as young as ten. Exploring prevention methods and therapeutic options, the second edition of Eating Disorders in Women and Children: Prevention, Stress Management, and Treatment is updated with new research on these devastating maladies. Highlights in the second edition include: An emphasis on the physiology of eating disorders and genetic factors related to anorexia and bulimia Theories on prevention and the identification of at-risk individuals The latest information on therapeutic modalities, including cognitive behavioral, interpersonal, constructionist, and narrative approaches as well as pharmaceutical management Nutritional evaluation and treatment Specific exercise recommendations for women and children with eating disorders An accompanyingCD-ROM containing a PowerPoint presentation for each chapter With contributions from acclaimed clinicians widely known for their work with the eating disorder population, this volume recognizes the multifaceted nature of these disorders, addresses the widening demographic range of those afflicted, and delves into the issues behind their development. It provides practical recommendations for treatment from many perspectives, presenting enormous hope for people who painfully struggle with these disorders. In addition, it explores critical measures that can be taken to help the larger population understand and work to prevent eating disorders in their communities.",http://books.google.com/books/content?id=ua7EAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Diary of a Country Clergyman 1848-1851,James Reid,religion,en,9780773568136,"A crusty yet diffident Scot, James Reid began his career as a sectarian evangelical missionary. The diary finds him thirty years later as a moderate, if conservative, Anglican clergyman. Through this remarkable document, village routines and intrigues, as well as Reid's circle of friends and his clerical colleagues, come vividly to life. His private reflections on the tensions and growing pains experienced by the colonial church at a formative stage in its evolution, and his reaction to events on the wider political scene, give us valuable insights into his life and the times. Reid was a man of considerable complexity and his foibles and vanities are apparent in his narrative. The glimpses of his home life shed much light on gender relations and the history of the family. The diary has been edited and annotated by M.E. Reisner, who provides the background to Reid's narrative. Her informative biographical sketches, collected in an appendix, shed further light on representative local figures and the community dynamics of his town. The Diary of a Country Clergyman will be of interest to the general reader and social historian alike.",http://books.google.com/books/content?id=fyTUUvwICYQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Better Way,Ron Clark,religion,en,9781606082256,"When Paul came to Corinth he found a culture emerging from the ashes of Roman power. As Julius Caesar rebuilt the fallen city he brought Roman culture to this Greek community. Likewise, Paul's message of salvation in Jesus rebuilt the fallen lives of people dominated by a culture of power. This power was displayed in violence, discrimination, sexuality, and spirituality. As this city emerged from the ashes of humiliation the church emerged, by God's hand, from of the humiliation of Jesus and the cross. Today the church emerges in a culture of power, humiliation, and fear. Paul's challenge for the church is to be mature and practice unconditional love. This love is permanent. This love develops and empowers others. This love causes us to be in relationship with God and others. Through this love God's people see face to face. The church can emerge to radiate love, peace, and empowerment.",http://books.google.com/books/content?id=NuRLAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Self, Same, Other",Heather Walton,religion,en,9781841270180,"This collection of essays explores the way our notions of self, other, subjectivity, gender and the sacred text are being re-visioned within contemporary theory. These new ways of conceiving create upheavals and radical shifts that rework our understanding of philosophical, psychological, political, sexual and spiritual identity, allowing us to trace the fault lines, regulatory forces, exclusions and unmarked spaces both within our selves, and within the discourses that attend these selves. As such, revisionings break down borders, and the encounter of literature and theology becomes a crucial focus for these explorations, as the self learns to resituate its own being creatively vis-a-vis others and, ultimately, the Other.>",http://books.google.com/books/content?id=o7bUAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Passionate Faith,R. D. Turnbull,religion,en,9781854249012,"Evangelical is a badge, a line in the sand, a term of abuse, a much-overworked word. What are the key markers of the evangelical faith? How did the movement come into being, and how is it changing? What is its style, then and now, and what is its theology? Richard Turnbull shows how and why the evangelicals have not only survived, but have grown strong, and explains their unique contribution to world Christianity. He covers the historical roots of evangelical spirituality; the place of the Bible; the concepts of conversion, personal transformation and call; evangelism and service; worship and revival. ""The greatest need of our age is for the Church to rediscover her evangelical foundations. Dr Turnbull tells the stirring story of the rise of evangelicalism - of a beautiful Saviour, a Living Scripture, a heart-felt Song and a sending Spirit. Read this book, recall the cloud of witnesses, remind yourself of what matters, revive your own faith, then go reach a lost world for Christ."" - Simon Ponsonby, Pastor of Theology at St Aldates Church, Oxford There are great riches within the evangelical tradition to resource the whole Church and it is vital that evangelicals become better acquainted with their heritage. Richard Turnbull’s study shows how evangelicals in the past forged a spirituality that had clarity and depth, and calls us to do the same. - Revd Dr Liz Hoare, Tutor in Prayer, Spirituality and Mission at Wycliffe Hall, Oxford",http://books.google.com/books/content?id=eY8-gRLjhTgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
My Road to Kenya,Jack O’Leary & Mary Clare Lyons,religion,en,9781449756635,"Together we shared a mostly happy journey — facing and overcoming obstacles, meeting fascinating people wherever we went while falling completely in love with the people of Kenya. This book is a tribute to my co-laborers and in writing this book I hope to show that one does not need to be a hero to step out, take risks and make the world a better, healthier and happier place. –Jack O’Leary An archbishop, an environmentalist and an AIDS activist are only a few of the heroes, who stood up against a ruthless dictator and corrupt government, in Jack O’Leary’s My Road to Kenya. My Road to Kenya shines a light on a group of everyday heroes who believe they were called to make a difference in the lives of the people of Kenya. Fate and faith led them to the crossroads where their paths converged. Working together they have built and supplied hospitals, clinics, schools, churches, and homes for hundreds of children— many of whom were orphaned by HIV/AIDS. Through it all they asked for nothing for themselves. Yet in the end, the collaborations of these everyday heroes resulted in something invaluable — the forging of deep and long-lasting friendships.",http://books.google.com/books/content?id=DZ5aAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Great Day Every Day,Max Lucado,religion,en,9780849920738,"Describes how to make every day an extraordinary day by saturating oneself in Jesus's grace, allowing the day to be filled with God-given purpose regardless of the minor setbacks everyday life holds.",http://books.google.com/books/content?id=Uqqf9HA5BG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gospel according to Mark,John Peter Lange,religion,en,9781556354021,"Presented here, in paperback for the first time, is John Peter Lange's Theologischhomiletisches Bibelwerk. Intended to help preachers prepare sermons the commentary series is essentially biblical and evangelical catholic. This 19th century commentary has served as a standard reference for more than a century. Many early reviewers regarded Schaff's edition with his additional material as superior to the original. It has proven to be a complete and useful Commentary and continues to prove especially valuable to ministers. It contains critical annotations of the text and its translation, and a threefold commentary, exegetical, doctrinal, and homiletical. Under these three heads the text is viewed from every aspect.",http://books.google.com/books/content?id=GgZKAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Interstellar Dust,L.J. Allamandola,science,en,9789400924628,"IAU Symposium 135 on Interstellar Dust was hosted and co-sponsored by NASA's Ames Research Center from July 26-30, 1988. The symposium was held at the lovely campus of Santa Clara University situated around the historic Santa Clara Mission in California. The meeting was made possible by generous grants from the Astron omy and Relativity Branch of the National Aeronautics and Space Administration and the Galactic Astronomy Program of the National Science Foundation. The International Astronomical Union provided travel grants to a few participants from countries with limited travel funds. We are particularly grateful for the support and services rendered by the dedicated staff at NASA's Ames Research Center and to the"" SET! Institute for professionally and expeditiously administering the U.S. grants. This symposium brought together 199 scientists representing 19 different coun tries. The wide range of interest and expertise of the participants - all in some way related to interstellar dust - is reflected in the great variety of topics that were discussed during the symposium ranging from UV, visible and IR observations of interstellar extinction to quantum-statistical calculations of the IR emission from highly vibrationally excited molecules. During the course of the meeting, 41 invited review papers and 140 contributed papers were presented. This book is a collection of the invited review papers. The contributed papers have been published in a companion volume, NASA CP-3036, available from National Technical Information Service, Springfield, Virginia 22161, USA.",http://books.google.com/books/content?id=DkztCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Romp Thru Science,Bernie Keating,science,en,9781477223819,"Why Science? We are fascinated by discovery: who discovered what, and how? This ranges from a look outward at the night sky with scientists like Kepler, astronauts like Neil Armstrong, to physicist like Einstein, chemists like Marie Curie and Linus Pauling, an inward look at psychologists such as Skinner and Maslow, and philosophers like Plato. Join Keating as he explores the pursuit of scientific discovery from his background as a physicists and a long career in the margins of the academic world.",http://books.google.com/books/content?id=89n35iZ7XXwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Local and Metropolitan Communication Systems,Toshiharu Hasegawa,science,en,9780387348841,"We are witnessing an ever-increasing thrust toward the era of multimedia information networks, largely spurred by the U.S. Government's proposal for the National Information Infrastructure in the fall of 1993. While more people are subscribing to the services of narrowband ISDN, the implementation of broadband ISDN by means of Asynchronous Transfer Mode (ATM) has accelerated since the formation of the ATM Forum in 1993. In the meantime, frame relay may prevail for inter-LAN connections. In the ""upper layer"" of the network, commercial use of Internet is rapidly emerging. To ensure the successful development of technology, it is vital to use a judicious approach in assessing the architecture and performance of the systems that implement the technology. It is this spirit that underlies the present conference, which is intended to provide an international forum for the presentation of recent research results in the area of local and metropolitan communication systems. This conference has two sets of predecessors. It is the third in a series of international conferences on Local and Metropolitan Communication Systems -LAN & MAN; the first was held in Toulouse in 1986 and the second in Palma de Mallorca in 1991. It is also the fourth in a triennial series organized by Kyoto University and others on the performance of communication-related systems; the previous ones were held in Tokyo (1985) and Kyoto (1988, 1991).",http://books.google.com/books/content?id=f4LbBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Excitable Cells in Tissue Culture,Phillip G. Nelson,science,en,9781468438031,"The tissue culture approach to the study of membrane properties of excitable cells has progressed beyond the technical problems of culture methodology. Recent developments have fostered substantive contributions in research con cerned with the physiology, pharmacology, and biophysics of cell membranes in tissue culture. The scope of this volume is related to the application of tissue culture methodology to developmental processes and cellular mechanisms of electrical and chemical excitability. The major emphasis will be on the body of new biological information made available by the analytic possibilities inherent in the tissue culture systems. Naturally occurring preparations of excitable cells are frequently of suf ficient morphological complexity to compromise the analysis of the data obtained from them. Some of the limitations associated with dissected prepa rations have to do with the direct visualization of and access to the cell(s) in question and maintenance of steady-state conditions for prolonged periods of time. Since preparations in tissue culture can circumvent these problems, it is feasible to analyze the properties of identifiable cells, grown either singly or in prescribed geometries, as well as to follow the development of cellular inter actions. A crucial consideration in the use of cultured preparations is that they must faithfully capture the phenomenon of interest to the investigator. This and other potential limitations on the methodology are of necessary concern in the present volume.",http://books.google.com/books/content?id=kxfaBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Inverse Problems in Engineering Mechanics,Masataka Tanaka,science,en,9783642524394,"Inverse problems occur in a wide variey of fields. In general, the inverse problem can be defined as one where one should estimate the cause from the result, while the direct problem is concerned with how to obtain the result from the cause. The aim of this symposium was to gather scientists and researchers in engineering mechanics concerned with inverse problems in order to exchange research result and develop computational and experimentalapproaches to solve inverse problems. The contributions in this volume cover the following subjects: mathematical and computational aspects of inverse problems, parameter or system identification, shape determination, sensitivity analysis, optimization, material property characterization, ultrasonic nondestructive testing, elastodynamic inverse problems, thermal inverse problems, and other miscellaneous engineering applications.",http://books.google.com/books/content?id=XUvoCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Effective Environmental Regulation,Halina Szejnwald Brown,science,en,9780275969714,"Challenging views prevalent among Western and Polish scholars, this book explains Poland's surprising success in developing effective environmental and occupational regulatory systems while achieving remarkable socioeconomic growth, despite the toxic legacy of the Communist era. It offers rich insights into the questions of how one can achieve both economic growth and improved environmental and safety protection, and of the extent to which regulatory systems can be transferred across national and cultural boundaries. The authors develop a theoretical framework for assessing regulatory success, then use it to analyze Poland's recent experience. Grounded in five case studies of recently privatized firms, the analysis also presents a new survey of privately owned firms, extensive policy and data analysis, and interviews with key policy leaders, entrepreneurs, and intellectuals. The book points to case-specific decision making and information richness as key dimensions of an effective regulatory system and considers in depth the extent to which information richness is culturally dependent, and hence its portability as a policy tool. Addressing regulatory issues that are specific to both the United States and the international development community, the book makes a significant contribution to advancing the theoretical and conceptual frameworks used to explain the success, or lack of success, of regulatory systems.",http://books.google.com/books/content?id=VAMiswlb60kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Organometallic Chemistry,E. W. Abel,science,en,9780851865317,"Organometallic chemistry is an interdisciplinary science which continues to grow at a rapid pace. Although there is continued interest in synthetic and structural studies the last decade has seen a growing interest in the potential of organometallic chemistry to provide answers to problems in catalysis synthetic organic chemistry and also in the development of new materials. This Specialist Periodical Report aims to reflect these current interests reviewing progress in theoretical organometallic chemistry, main group chemistry, the lanthanides and all aspects of transition metal chemistry. Specialist Periodical Reports provide systematic and detailed review coverage of progress in the major areas of chemical research. Written by experts in their specialist fields the series creates a unique service for the active research chemist, supplying regular critical in-depth accounts of progress in particular areas of chemistry. For over 80 years the Royal Society of Chemistry and its predecessor, the Chemical Society, have been publishing reports charting developments in chemistry, which originally took the form of Annual Reports. However, by 1967 the whole spectrum of chemistry could no longer be contained within one volume and the series Specialist Periodical Reports was born. The Annual Reports themselves still existed but were divided into two, and subsequently three, volumes covering Inorganic, Organic and Physical Chemistry. For more general coverage of the highlights in chemistry they remain a 'must'. Since that time the SPR series has altered according to the fluctuating degree of activity in various fields of chemistry. Some titles have remained unchanged, while others have altered their emphasis along with their titles; some have been combined under a new name whereas others have had to be discontinued. The current list of Specialist Periodical Reports can be seen on the inside flap of this volume.",http://books.google.com/books/content?id=4aw6BEmJia0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fluoropolymers 2,Gareth G. Hougham,science,en,9780306469190,"The fluorine atom, by virtue of its electronegativity, size, and bond strength with carbon, can be used to create compounds with remarkable properties. Small molecules containing fluorine have many positive impacts on everyday life of which blood substitutes, pharmaceuticals, and surface modifiers are only a few examples. Fluoropolymers, too, while traditionally associated with extreme high performance applications have found their way into our homes, our clothing, and even our language. A recent American president was often likened to the tribology of PTFE. Since the serendipitous discovery of Teflon at the DuPont Jackson Laboratory in 1938, fluoropolymers have grown steadily in technological and marketplace importance. New synthetic fluorine chemistry, new processes, and new apprecia tion of the mechanisms by which fluorine imparts exceptional properties all contribute to accelerating growth in fluoropolymers. There are many stories of harrowing close calls in the fluorine chemistry lab, especially from the early years, and synthetic challenges at times remain daunting. But, fortunately, modem techniques and facilities have enabled significant strides toward taming both the hazards and synthetic uncertainties, In contrast to past environmental problems associated with fluorocarbon refrigerants, the exceptional properties of fluorine in polymers have great environmental value. Some fluoropolymers are enabling green technologies such as hydrogen fuel cells for automobiles and oxygen selective membranes for cleaner diesel combustion.",http://books.google.com/books/content?id=UWbjBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Electrically Conductive Adhesives,Rajesh Gomatam,science,en,9789004187825,"With all the environmental concerns and constraints today and stricter future regulations, there is a patent need to replace materials noxious to the environment by environmentally-friendly alternatives. Electrically conductive adhesives (ECAs) are one such example. ECAs offer an excellent alternative to lead-solder interconnects for microelectronic packaging applications. ECAs are used in electronics for laptop computers, camcorders, watch electronics, hard-drive suspensions and a myriad of electronic equipments. Environmentally-friendly ECAs offer many advantages vis-à-vis solder, such as simple and low-temperature processing conditions, better thermo mechanical performance and finer pitch. This book is based on the two Special Issues of the Journal of Adhesion Science and Technology (JAST vol. 22, no. 8-9 and vol. 22, no. 14) dedicated to this topic. The book contains a total of 21 papers (reflecting overviews and original research) and is divided into three parts as follows: Part 1: Introduction and Recent Developments, Part 2: Mechanical, Durability and Reliability Aspects and Part 3: Characterization and Properties.",http://books.google.com/books/content?id=kGfvBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Iterative Dynamic Programming,Rein Luus,science,cs,9781420036022,"Dynamic programming is a powerful method for solving optimization problems, but has a number of drawbacks that limit its use to solving problems of very low dimension. To overcome these limitations, author Rein Luus suggested using it in an iterative fashion. Although this method required vast computer resources, modifications to his original schem",http://books.google.com/books/content?id=NWYWUgmx7EoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Analyse der touristischen Vermarktung,Julia Hafer,travel,de,9783832490324,"Inhaltsangabe:Einleitung: Dem Ruhrgebiet hängt immer noch das Image des staubigen, dreckigen Kohlenpotts an, der geprägt ist von Industriebrachen, Ruinen und verseuchten Flächen. Dass dieses Bild falsch ist, zeigen die diversen Projekte, in denen alte Industrieanlagen einer neuen Nutzung zugeführt wurden und dadurch die Attraktivität der Region maßgeblich gesteigert haben. Durch verschiedene Arten der Inwertsetzung, sei es als Museum, Landmarke, Landschaftspark, origineller Schauplatz kultureller Veranstaltungen oder neuer Standort für gewerbliche Einrichtungen, bekommen diese Relikte des Industriezeitalters eine neue Funktion und helfen, das Image dieser Region aufzuwerten. Diese so genannte Industriekultur ist mittlerweile auch ein wichtiges Alleinstellungsmerkmal in der Vermarktung des Ruhrgebietes als Tourismusdestination geworden. Keine andere Region ist so stark von der Industrie geprägt wie das Ruhrgebiet und bietet somit zahlreiche Ansatzpunkte für die Entdeckung durch Kultur- oder Industrietouristen sowie interessierte Ausflügler aus der Umgebung. So ist die Route der Industriekultur, die 46 Industriekultur-Schauplätze verbindet, ein Beispiel für die touristische Erschließung der Region durch eine Themenroute. Die Vielfalt an industriekulturellen Einrichtungen bringt natürlich auch eine starke Konkurrenz mit sich. Die reine Existenz reicht dabei als Anreiz häufig nicht mehr aus. Denn der Trend im Reise- und Ausflugsverhalten geht weg vom bildungs- hin zum erlebnisorientierten Aufenthalt. Bedingt durch diesen wachsenden Anspruch der Besucher und Touristen an Qualität und Angebotsgestaltung touristischer Einrichtungen auf der einen Seite und starker Preissensibilität auf der anderen Seite, müssen auch Industriekulturdenkmäler diese Bedürfnisse berücksichtigen. Gang der Untersuchung: Diese Arbeit soll herausfinden, welche Aktivitäten bzw. welche Aspekte die Attraktivität der Einrichtung erhöhen und somit die Bedürfnisse der Besucher und Touristen nachhaltig befriedigen. Das Untersuchungsobjekt wird der Landschaftspark Duisburg-Nord sein, der als herausragendes Beispiel einer gelungenen Nachnutzung gilt. Seine Vermarktungsaktivitäten werden analysiert und es werden Möglichkeiten aufgezeigt, wie die touristische Inwertsetzung noch verbessert und somit eine nachhaltige Ansprache der Zielgruppe erreicht werden könnte. Das zweite Kapitel beginnt mit einer kurzen Darstellung des Ruhrgebietes und seiner Geschichte und klärt, inwieweit der [...]",http://books.google.com/books/content?id=NW9qAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tessin,Barbara Schaefer,travel,de,9783770173310,"Der Reiseführer im Taschenbuchformat Schneebedeckte Hänge, gertenschlanke Zypressen und traditionelle Wohnhäuser inmitten rauer Berglandschaften - die Idylle täuscht, denn die kompromisslose Topografie des Tessins hat seinen Bewohnern viel abgetrotzt. Heute kann man in komfortabel umgebauten Ställen wohnen, die Fresken alter Meister in den Tessiner Kirchen bewundern oder über die moderne Fassade des Spielcasinos in Lugano staunen. Dolce vita pur versprechen das Bummeln und Baden am Lago Maggiore und am Lago di Lugano. Ausflugsschiffe gleiten über die Seen, vorbei an verträumten Ufern oder den ins Abendlicht getauchten Brissago-Inseln. Das DuMont Reise-Taschenbuch Tessin stellt die abwechlungsreiche Region auf vielfältige und informative Weise vor. Lust auf Bungee-Jumping, Klettern und Reiten? Die spektakuläre Alpenlandschaft des Tessin lädt zu zahlreichen Aktivitäten ein. Zu jedem Urlaub in der italienischen Schweiz gehören jedenfalls panoramareiche Bergwanderungen, z.B auf den Adula, den höchsten Berg des Kantons. Oben angekommen genießt man die Abgeschiedenheit und Ruhe einer Berghütte und wandert am nächsten Tag gestärkt wieder hinab. Einen Blick in sage und schreibe »hundert Täler« wirft man bei einer Fahrt mit der Centovallibahn, die gemächlich über 83 Brücken bis nach Italien führt. Im Tessin ist Italien um die Ecke und man gerät hier leicht und temperamentvoll ins Schwärmen und Träumen. Die Autorin Barbara Schäfer ist freie Kultur- und Reisejournalistin. Sie schreibt für verschiedene Tageszeitungen und Magazine. Sie wohnt in Berlin, reist sehr viel und wandert für ihr Leben gern. In das Tessin verliebte sie sich schon als Kind während der Ferien mit den Eltern. Später kehrte sie immer wieder zurück, entdeckte jedes Mal Neues und liebt die intensiven Naturerlebnisse in den Bergen und das bezaubernde Licht an den Seen. Man kann sich also von ihr an die Hand nehmen lassen, um gezielt zu den Highlights der Region geführt zu werden. Und zu ihren ganz persönlichen Lieblingsorten! Auf 10 Entdeckungstouren können Sie aktiv Neues entdecken, hinter die Kulissen schauen, eine ganz persönliche Beziehung zum Tessin entwickeln. Ausgewählte Adressen, jeweils mit einem aussagekräftigen Schlagwort bewertet, und zahlreiche Infos für alle, die Wert auf eine aktive und kreative Reisegestaltung legen, bieten das Rüstzeug für jeden, der individuell unterwegs sein möchte. Der Magazinteil beleuchtet mit frischer journalistischer Kompetenz die für das Reiseziel relevanten Themen und vermittelt ein lebendiges, aber auch kritisches Porträt des Tessin. 10 x Auf Entdeckungstour ! Mit Maulesel und Motorrad über den Gotthardpass Adula und Alpenveilchen - eine Wanderung Gingkos und Kamelien - Locarnos Seepromenade Der Dritte Weg - auf den Monte Verità Zwischen Wasser und Land - Naturschutz im Feuchtgebiet Auf den Spuren der Walser in Bosco Gurin Über Berg und Tal - mit der Centovallibahn nach Italien Modernes Bauen in Lugano - ein Rundgang Klingsors Palazzo - Hermann Hesse in Montagnola Immer Bellavista - wandern auf dem Monte Generoso Die Karten Satellitenaufnahme vom Tessin Übersichtskarte mit den Highlights der Region 9 Citypläne, Detail- und Wanderkarten: sämtliche Adressen sind anhand eines farbigen Nummernsystems verortet Plus: Extra-Reisekarte zum Herausnehmen",http://books.google.com/books/content?id=45VUAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Better to Travel,Collin Kelley,travel,en,9780595284092,"""A startling new voice."" -Patricia Smith, Author of Big Towns, Big Talk Collin Kelley's debut, Better To Travel, is a haunting cycle of poetry dispatched from the teeming streets of London and New York to the decadence of Paris and New Orleans. From these far-flung outposts, Kelley deftly and unblinkingly conveys the end of a relationship and the need to escape to ""sights unseen."" Readers have compared Kelley's poetry to the emotional work of Anne Sexton and Sharon Olds. This is confessional poetry in its truest form: raw, uninhibited and unflinching. www.collinkelley.com",http://books.google.com/books/content?id=KLgYU76TKr4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
60 Hikes Within 60 Miles: Sacramento,Jordan Summers,travel,en,9780897326056,"Carefully researched on foot, hiking enthusiast Jordan Summers introduces area residents and visitors to an array of the best day hikes from casual riverside nature hikes to rugged foothill treks within roughly an hour's drive of Sacramento. Filled with detailed descriptions of firsthand trail notes, this newly updated edition of 60 Hikes Within 60 Miles: Sacramento helps hikers discover their choices with concise at-a-glance information highlighting details such as location, access, directions, distances, scenery, and preparation details that help hikers get the most from each outing. Precise maps, descriptive text, photos, and trailhead coordinates guide you on your way quickly and keep you on route reliably. Discover the varied geology, the cultural history, and the natural beauty of the foothills, mother lode, and delta regions in 60 Hikes Within 60 Miles: Sacramento.",http://books.google.com/books/content?id=uPwsDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Haunted Places in the American South,Alan Brown,travel,en,9781578064779,"Collecting ghost stories from 55 historically haunted sites throughout the United States, Brown reveals what is lurking behind slamming doors, eerie lights and sightings of Confederate soldiers.",http://books.google.com/books/content?id=qxa3JUeqygEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
CultureShock! Borneo,Heidi Munan,travel,en,9789814484497,"CultureShock! Borneo gives you a fun-filled and thorough crash course on how to live and work in this slice of the East. Packed with useful and insightful tips, this book will guide you on how to deal with cultural barriers, relate with the various racial groups and fit into the intricate society. Learn how weddings, births and funerals are observed by the different ethnic groups and how you can participate meaningfully in them. Understand the strong family bonds in most Borneo families and how they affect all areas of life, starting with extremely complicated name system and forms of address. This book also covers practical matters such as finding a suitable home and understanding the work",http://books.google.com/books/content?id=RTKJAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Saugatuck & Douglas,Cynthia Davis,travel,en,9780472114405,A photography book with a painter's soul. Celebrated artist Cynthia Davis captures the spirit of Saugatuck and Douglas with her unique vision,http://books.google.com/books/content?id=euRFViqz0iUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Four Seasons in Rome,Anthony Doerr,travel,en,9781416573166,"Documents the award-winning writer's experiences of living, working, and raising twin sons in Rome during the year following his receipt of a prestigious Rome Prize stipend, a period during which he attended the vigil of the dying John Paul II, brought his children on a snowy visit to the Pantheon, and befriended numerous locals. Reprint. 35,000 first printing.",http://books.google.com/books/content?id=bigUiC--lJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ten Million Steps,M. J. Eberhart,travel,en,9780897329798,"M. J. Eberhart, aka the Nimblewill Nomad, was a 60-year-old retired doctor in January 1998 when he set off on a foot journey that carried him 4,400 miles (twice the length of the Appalachian Trail) from the Florida Keys to the far north of Quebec. Written in a vivid journal style, the author unabashedly recounts the good (friendships with other hikers he met), the bad (sore legs, cutting winds and rain), and the godawful (those dispiriting doubts) aspects of his days of walking along what has since become known as the Eastern Continental Trail (ECT). An amazing tale of self-discovery and insight into the magic that reverberates from intense physical exertion and a high goal, Eberhart’s is the only written account of a thru-hike along the ECT. Covering 16 states and 2 Canadian provinces, Ten Million Steps deftly mixes practical considerations of an almost unimaginable undertaking with the author’s trademark humor and philosophical musings.",http://books.google.com/books/content?id=ZHKIinHAD8sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A User's Guide to Saskatchewan Parks,Michael Clancy,travel,en,9780889771987,"There are three park systems in Saskatchewan: Regional, Provincial, and National. All provide wonderful recreational opportunities to virtually every community in the province.",http://books.google.com/books/content?id=VmOvkPNog9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
